Tipo de Violencia o Discriminación;Procuraduria;Año;Edad de la Victima;Pais o Municipio Vivienda Victima;Nivel Educativo Victima;Estado Familiar Victima;VIOLENCIA PATRIMONIAL;VIOLENCIA PSICOLOGICA;VIOLENCIA FISICA;VIOLENCIA SEXUAL;VIOLENCIA ECONOMICA;VIOLENCIA SIMBOLICA;DISCRIMINACIÓN EN LOS DERECHOS ECONOMICOS Y LABORALES;DISCRIMINACIÓN EN EL DERECHO A LA EDUCACIÓN;DISCRIMINACIÓN EN EL DERECHO A LA PARTICIPACIÓN POLITICA;DISCRIMINACIÓN EN EL DERECHO DE PARTICIPACIÓN EN EL DESARROLLO RURAL;DISCRIMINACIÓN EN LOS DERECHOS A LA SALUD Y OTROS DERECHOS SOCIALES Y CULTURALES;Relación con la persona denunciada
Violencia Intrafamiliar;San Vicente;2017;35;SAN VICENTE;7o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Es primo(a) de
Violencia Intrafamiliar;San Vicente;2017;35;TECOLUCA;1er Grado;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Santa Ana;2017;35;EL CONGO;Graduado Universitario;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;35;SAN SEBASTIAN SALITRILLO;8o Grado;Soltero(a);0;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Santa Ana;2017;35;SANTA ANA;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;35;SANTA ANA;Bachiller;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Sonsonate;2017;35;SONSONATE;Graduado Universitario;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Sonsonate;2017;35;SONSONATE;Graduado Universitario;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Usulután;2017;35;CONCEPCION BATRES;1er. Año de Bachillerato;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Usulután;2017;35;USULUTAN;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Discriminación;La Paz;2017;36;SAN JUAN NONUALCO;Graduado Universitario;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;Chalatenango;2017;36;EL SALVADOR;9o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;La Libertad;2017;36;EL SALVADOR;Sin educación académica;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;36;ILOPANGO;9o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Paz;2017;36;ZACATECOLUCA;6o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Paz;2017;36;ZACATECOLUCA;Bachiller;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;36;SAN SALVADOR;9o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;San Salvador;2017;36;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia de Género;San Salvador;2017;36;SAN SALVADOR;Egresado Universitario;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;San Vicente;2017;36;APASTEPEQUE;Sin educación académica;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;Santa Ana;2017;36;SANTA ANA;9o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;Ahuachapán;2017;36;APANECA;5o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;36;TACUBA;4o Grado;Casado(a);0;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;36;SENSUNTEPEQUE;6o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;36;SENSUNTEPEQUE;Bachiller;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;36;SENSUNTEPEQUE;Egresado Universitario;Soltero(a);0;1;0;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;36;CHALATENANGO;9o Grado;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;Chalatenango;2017;36;EL SALVADOR;Sin educación académica;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;36;SANTA TECLA;Graduado Universitario;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;36;ZARAGOZA;Cursando Universidad;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;36;SANTIAGO NONUALCO;2o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;36;SANTIAGO NONUALCO;2o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;La Paz;2017;36;TECOLUCA;1er. Año de Bachillerato;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Unión;2017;36;SANTA ROSA DE LIMA;7o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Miguel;2017;36;COMACARAN;3er Grado;Divorciado(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Miguel;2017;36;SAN MIGUEL;Egresado Universitario;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;APOPA;Bachiller;Soltero(a);0;1;1;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;APOPA;Egresado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;CUSCATANCINGO;6o Grado;Soltero(a);0;0;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;EL SALVADOR;Graduado Universitario;Casado(a);0;1;0;0;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;36;MEJICANOS;Bachiller;Casado(a);0;1;0;0;1;1;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;MEJICANOS;Egresado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;SAN JUAN NONUALCO;Graduado Universitario;Casado(a);0;1;1;1;1;1;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;4o Grado;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;4o Grado;Soltero(a);1;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Bachiller;Divorciado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Bachiller;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Bachiller;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Graduado Universitario;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Graduado Universitario;Casado(a);1;1;1;1;1;1;0;0;0;0;1;Expareja
Violencia Intrafamiliar;San Salvador;2017;36;SAN SALVADOR;Sin educación académica;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;36;USULUTAN;Bachiller;Casado(a);1;1;0;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;36;SAN ESTEBAN CATARINA;Egresado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;36;SANTA CLARA;9o Grado;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Santa Ana;2017;36;SANTA ANA;2o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Yerno de
Violencia Intrafamiliar;Usulután;2017;36;SANTA MARIA;Graduado Universitario;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Usulután;2017;36;USULUTAN;9o Grado;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;36;USULUTAN;Bachiller;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Discriminación;San Salvador;2017;37;SAN SALVADOR;Bachiller;Casado(a);0;0;0;0;0;0;1;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;37;COLON;Bachiller;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia de Género;La Libertad;2017;37;SAN JOSE VILLANUEVA;3er Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Libertad;2017;37;SANTA TECLA;4o Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;37;SANTA TECLA;Sin educación académica;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Libertad;2017;37;SANTA TECLA;Sin educación académica;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;La Paz;2017;37;SAN PEDRO MASAHUAT;Sin educación académica;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Miguel;2017;37;MONCAGUA;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;San Miguel;2017;37;SAN MIGUEL;Graduado Maestría;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;San Salvador;2017;37;ANTIGUO CUSCATLAN;Cursando Universidad;Casado(a);0;1;0;0;0;1;0;0;0;0;0;Compañero(a) de Trabajo
Violencia de Género;San Salvador;2017;37;SAN SALVADOR;Graduado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;San Salvador;2017;37;SAN SALVADOR;Graduado Universitario;Casado(a);1;1;0;1;0;0;1;0;0;0;0;Esposo(a)
Violencia de Género;Santa Ana;2017;37;EL CONGO;Bachiller;Casado(a);0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;Santa Ana;2017;37;SANTA ANA;6o Grado;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia Intrafamiliar;Ahuachapán;2017;37;AHUACHAPAN;6o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;37;ATIQUIZAYA;Graduado Universitario;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;37;SAN FRANCISCO MENENDEZ;9o Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;37;CHALATENANGO;1er. Año de Bachillerato;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;37;CHALATENANGO;Bachiller;Casado(a);0;1;0;1;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;Chalatenango;2017;37;SAN ANTONIO LA CRUZ;7o Grado;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;La Libertad;2017;37;CIUDAD ARCE;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;37;COLON;Bachiller;Divorciado(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;37;OLOCUILTA;9o Grado;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;37;SAN PABLO TACACHICO;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;37;SANTA TECLA;Bachiller;Divorciado(a);0;1;0;0;1;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;37;SANTA TECLA;Bachiller;Divorciado(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;37;SANTA TECLA;Cursando Universidad;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;37;SANTA TECLA;Sin educación académica;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;37;ZARAGOZA;Graduado Universitario;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;37;OLOCUILTA;Técnico;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;37;ZACATECOLUCA;Bachiller;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;37;ZACATECOLUCA;Cursando Universidad;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Unión;2017;37;CONCHAGUA;6o Grado;Casado(a);0;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Unión;2017;37;SAN ALEJO;7o Grado;Soltero(a);0;1;0;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Unión;2017;37;SANTA ROSA DE LIMA;9o Grado;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Cuñado(a)
Violencia Intrafamiliar;Morazán;2017;37;DELICIAS DE CONCEPCION;Egresado Universitario;Unión no matrimonial;1;1;0;1;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Morazán;2017;37;JOATECA;Egresado Universitario;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;37;SENSEMBRA;3er. Año de Bachillerato;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;37;COLON;Egresado Universitario;Divorciado(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;37;COLON;Egresado Universitario;Divorciado(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;37;CUSCATANCINGO;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;37;EL SALVADOR;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;37;MEJICANOS;Sin educación académica;Casado(a);0;0;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;6o Grado;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;9o Grado;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;0;1;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Bachiller;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Bachiller;Soltero(a);0;1;1;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Cursando Universidad;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Vecino(a)
Violencia Intrafamiliar;San Salvador;2017;37;SAN SALVADOR;Sin educación académica;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;37;SOYAPANGO;Técnico;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;37;SANTO DOMINGO;8o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia Intrafamiliar;Sonsonate;2017;37;IZALCO;Sin educación académica;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Sonsonate;2017;37;SANTA CATARINA MASAHUAT;6o Grado;Casado(a);0;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Usulután;2017;37;USULUTAN;Cursando Universidad;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Discriminación;Santa Ana;2017;38;SANTA ANA;Egresado Universitario;Soltero(a);1;1;0;0;0;0;0;1;0;0;1;Jefe(a)
Violencia de Género;La Libertad;2017;38;CIUDAD ARCE;9o Grado;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;N/D
Violencia de Género;La Libertad;2017;38;QUEZALTEPEQUE;3er Grado;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;38;MEJICANOS;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Cuñado(a)
Violencia de Género;San Salvador;2017;38;SAN SALVADOR;Bachiller;Soltero(a);0;1;0;1;1;1;0;0;0;0;0;Expareja
Violencia de Género;San Salvador;2017;38;SAN SALVADOR;Graduado Universitario;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Jefe(a)
Violencia Intrafamiliar;Ahuachapán;2017;38;AHUACHAPAN;4o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Ahuachapán;2017;38;ATIQUIZAYA;5o Grado;Unión no matrimonial;1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Cabañas;2017;38;SENSUNTEPEQUE;6o Grado;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;38;SENSUNTEPEQUE;Bachiller;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Cabañas;2017;38;SENSUNTEPEQUE;Bachiller;Soltero(a);0;1;1;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Cabañas;2017;38;VICTORIA;9o Grado;Divorciado(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Chalatenango;2017;38;CHALATENANGO;1er Grado;Soltero(a);1;1;1;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Chalatenango;2017;38;CHALATENANGO;Bachiller;Casado(a);0;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;38;ANTIGUO CUSCATLAN;2o Grado;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Libertad;2017;38;COLON;9o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;La Libertad;2017;38;SAN JOSE VILLANUEVA;Bachiller;Soltero(a);0;1;1;1;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Libertad;2017;38;SAN MATIAS;6o Grado;Unión no matrimonial;0;1;1;0;0;0;0;0;0;0;0;Tio(a) de
Violencia Intrafamiliar;La Libertad;2017;38;SAN MATIAS;Sin educación académica;Soltero(a);0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia Intrafamiliar;La Libertad;2017;38;SANTA TECLA;Bachiller;Soltero(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;La Paz;2017;38;EL ROSARIO;4o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;La Paz;2017;38;LA PAZ;Sin educación académica;Soltero(a);1;0;0;0;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;Morazán;2017;38;CACAOPERA;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;38;JOCOAITIQUE;Sin educación académica;Unión no matrimonial;1;1;0;0;0;0;0;0;0;0;0;Tio(a) de
Violencia Intrafamiliar;Morazán;2017;38;SENSEMBRA;3er. Año de Bachillerato;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Morazán;2017;38;SENSEMBRA;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;38;APOPA;Sin educación académica;Soltero(a);1;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;38;CUSCATANCINGO;9o Grado;Soltero(a);0;1;1;1;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;38;CUSCATANCINGO;Sin educación académica;Casado(a);1;1;1;0;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;38;MEJICANOS;7o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;38;MEJICANOS;9o Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;otro
Violencia Intrafamiliar;San Salvador;2017;38;SAN SALVADOR;9o Grado;Casado(a);1;1;1;1;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;38;SAN SALVADOR;Bachiller;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;38;SAN SALVADOR;Bachiller;Divorciado(a);0;1;0;0;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;38;SAN SALVADOR;Bachiller;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Salvador;2017;38;SAN SALVADOR;Graduado Universitario;Casado(a);1;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;38;SAN SALVADOR;Técnico;Divorciado(a);1;1;0;0;1;1;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Salvador;2017;38;SOYAPANGO;Bachiller;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;38;SOYAPANGO;Bachiller;Casado(a);0;1;1;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Salvador;2017;38;SOYAPANGO;Egresado Universitario;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Hermano(a)
Violencia Intrafamiliar;San Salvador;2017;38;SOYAPANGO;Graduado Universitario;Casado(a);0;1;1;0;1;0;0;0;0;0;0;Subalterno(a)
Violencia Intrafamiliar;San Salvador;2017;38;SOYAPANGO;Sin educación académica;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Vicente;2017;38;APASTEPEQUE;9o Grado;Casado(a);0;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;San Vicente;2017;38;APASTEPEQUE;9o Grado;Soltero(a);1;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;San Vicente;2017;38;SAN CAYETANO ISTEPEQUE;9o Grado;Soltero(a);0;1;0;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia Intrafamiliar;San Vicente;2017;38;SAN CAYETANO ISTEPEQUE;9o Grado;Soltero(a);0;1;0;1;1;0;0;0;0;0;0;N/D
Violencia Intrafamiliar;San Vicente;2017;38;TECOLUCA;3er Grado;Casado(a);0;1;1;0;0;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Santa Ana;2017;38;SANTA ANA;8o Grado;Casado(a);1;1;0;1;1;0;0;0;0;0;0;Esposo(a)
Violencia Intrafamiliar;Sonsonate;2017;38;ACAJUTLA;2o Grado;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Sonsonate;2017;38;EL SALVADOR;Bachiller;Casado(a);1;1;1;1;1;0;0;0;0;0;0;Expareja
Violencia Intrafamiliar;Usulután;2017;38;USULUTAN;Técnico;Soltero(a);1;1;0;0;0;0;0;0;0;0;0;Expareja
Violencia de Género;Cabañas;2017;39;SENSUNTEPEQUE;Bachiller;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;Chalatenango;2017;39;CHALATENANGO;9o Grado;Soltero(a);0;1;1;1;1;0;0;0;0;0;0;Es compañero(a) de vida de
Violencia de Género;La Libertad;2017;39;LA LIBERTAD;1er Grado;Unión no matrimonial;0;0;0;0;0;0;0;0;0;0;0;Compañero(a) de Estudios
Violencia de Género;La Paz;2017;39;SAN JUAN NONUALCO;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;39;EL SALVADOR;Bachiller;Casado(a);1;1;0;0;0;0;0;0;0;0;0;Esposo(a)
Violencia de Género;San Salvador;2017;39;SAN MARTIN;Bachiller;Casado(a);1;1;0;0;1;1;0;0;0;0;0;Esposo(a)
Violencia de Género;San Salvador;2017;39;SAN SALVADOR;Graduado Universitario;Casado(a);1;1;0;0;0;1;0;0;0;0;0;Expareja
Violencia de Género;San Salvador;2017;39;SAN SALVADOR;Sin educación académica;Soltero(a);0;1;0;0;0;0;0;0;0;0;0;otro
Violencia de Género;San Salvador;2017;39;SOYAPANGO;Bachiller;Casado(a);1;1;0;0;1;0;0;0;0;0;0;Esposo(a)
Violencia de Género;Santa Ana;2017;39;SAN LORENZO;Graduado Universitario;Soltero(a);0;1;0;0;1;0;0;0;0;0;0;otro
